День недели,Месяц,Время суток,Праздничные дни,Класс обслуживания,Кол-во оставшихся билетов,Направление полета,Продолжительность полета,Авиакомпания,Тип воздушного судна,Температура воздуха,Осадки,Скорость ветра,Наличие мероприятий,Наличие местных праздников,Наличие праздников выходного дня,Кол-во бронирований,Кол-во проданных билетов,Кол-во пассажиров на борту,Средняя цена билета,Рейтинг авиакомпании,Рейтинг аэропорта
Tuesday,09,утро,False,эконом,157,well,23,Gonzalez-Perkins,remember,21,Солнечно,37,False,False,True,102,92,129,318,5,2
Saturday,03,утро,False,эконом,18,pretty,14,Carr Group,add,30,Снег,31,True,True,True,95,37,166,570,3,5
Saturday,07,день,True,эконом,26,their,16,Jackson LLC,star,17,Снег,47,True,True,False,35,69,3,1000,2,4
Wednesday,11,вечер,True,эконом,90,dream,11,Burke-Stevens,crime,39,Солнечно,3,True,True,False,161,133,239,691,5,1
Monday,01,вечер,False,первый класс,85,former,22,"Woods, Levy and Martinez",star,-9,Дождь,6,True,True,False,22,148,25,413,4,4
Thursday,03,утро,True,первый класс,131,word,13,"Allen, Webster and Olsen",federal,26,Снег,47,True,False,False,84,173,105,791,2,5
Wednesday,02,утро,True,эконом,61,discover,23,"Franklin, Lane and Kelly",she,-18,Солнечно,1,True,True,True,141,51,228,359,4,3
Sunday,06,вечер,True,бизнес,235,it,8,Gonzalez-Mata,time,-10,Снег,21,True,True,True,100,25,121,894,1,5
Friday,05,утро,True,бизнес,245,scientist,6,"Mcgee, Reynolds and Frazier",decision,34,Облачно,29,False,True,True,40,162,237,493,2,5
Sunday,02,вечер,True,бизнес,282,least,11,Koch Ltd,area,9,Облачно,31,True,True,False,9,101,263,946,5,2
Thursday,10,день,False,бизнес,220,million,1,Turner-Lee,some,9,Солнечно,47,True,False,True,29,31,119,145,1,3
Monday,07,ночь,False,первый класс,213,nor,21,"Peters, Ballard and Alexander",send,-15,Солнечно,41,False,False,False,85,122,286,117,1,5
Wednesday,03,вечер,True,первый класс,205,determine,23,Aguilar Ltd,garden,26,Дождь,24,True,True,True,96,45,116,434,2,5
Tuesday,04,вечер,True,первый класс,85,hair,22,Harrison-Richards,Democrat,-9,Дождь,18,True,True,True,36,180,23,723,4,1
Monday,05,ночь,False,бизнес,217,would,22,Alvarez-Bauer,forget,-14,Снег,45,True,True,False,181,41,162,174,4,4
Wednesday,08,день,True,эконом,25,mission,22,Francis Group,relationship,15,Облачно,29,True,True,False,152,91,103,430,3,5
Sunday,06,ночь,True,первый класс,50,student,9,"Patel, Ford and Cervantes",create,-19,Дождь,4,False,False,False,181,110,53,810,2,3
Monday,01,ночь,False,эконом,182,safe,1,Perez LLC,option,33,Снег,26,True,True,True,59,156,217,521,1,2
Tuesday,03,утро,True,первый класс,282,rock,9,Scott and Sons,class,16,Дождь,12,False,True,False,192,71,18,897,1,5
Saturday,12,вечер,True,первый класс,102,every,20,Gardner-Rocha,thus,35,Облачно,31,True,True,False,26,124,22,455,5,4
Thursday,02,утро,False,первый класс,15,others,15,Cooper-Higgins,real,-19,Солнечно,7,True,False,False,65,24,272,214,5,4
Tuesday,10,вечер,True,бизнес,276,kind,24,Hammond-Fleming,admit,-8,Облачно,37,True,True,True,66,143,256,798,5,1
Friday,04,день,True,первый класс,243,receive,17,"Morgan, Anderson and Galloway",until,-14,Солнечно,39,True,False,True,97,67,161,132,4,1
Wednesday,03,день,True,первый класс,198,drug,3,Brown PLC,sense,-9,Облачно,48,False,True,False,61,102,238,416,3,3
Sunday,05,вечер,False,первый класс,156,shoulder,16,"Herrera, Anderson and Wolf",within,-16,Дождь,10,False,False,False,93,93,175,483,4,5
Thursday,09,утро,True,бизнес,236,seem,19,"Young, Cole and Brown",act,30,Облачно,19,True,False,True,32,26,218,539,3,2
Saturday,09,день,False,эконом,179,might,5,Grimes Inc,place,-16,Дождь,16,False,True,False,84,25,180,659,3,2
Sunday,09,ночь,False,бизнес,86,cup,22,"Martinez, Wheeler and Turner",end,-12,Снег,47,False,True,True,36,124,139,347,1,3
Sunday,03,утро,False,бизнес,121,big,3,Howard-Arias,enough,-1,Дождь,48,True,True,False,148,116,33,359,2,1
Thursday,03,день,False,бизнес,287,return,9,"Price, Stewart and Griffith",future,-7,Дождь,6,False,True,False,135,118,10,1000,1,4
Monday,04,утро,True,первый класс,27,under,12,Gilmore-Mendez,free,14,Дождь,48,False,True,True,80,117,275,555,1,2
Wednesday,10,вечер,True,бизнес,86,decision,10,Barnes Inc,stay,-17,Облачно,27,False,True,False,28,52,130,596,4,1
Wednesday,04,утро,True,эконом,134,simple,7,Johnson-Soto,plant,-13,Снег,16,False,True,False,10,69,59,426,5,4
Sunday,01,вечер,True,бизнес,133,enough,14,Robinson LLC,sort,5,Солнечно,2,True,False,True,162,13,236,299,3,4
Saturday,12,утро,False,бизнес,81,individual,14,King LLC,religious,12,Дождь,42,False,True,True,162,24,241,897,4,5
Sunday,07,вечер,False,бизнес,108,similar,6,Richardson Group,hair,27,Солнечно,36,False,False,False,157,121,179,773,5,4
Saturday,01,вечер,False,эконом,176,that,23,"Silva, Lee and Anderson",just,38,Снег,37,True,True,True,55,121,39,947,5,4
Saturday,04,ночь,True,бизнес,261,main,1,Ashley-Lewis,true,39,Дождь,16,False,True,True,153,114,265,967,3,5
Thursday,01,день,False,бизнес,70,audience,6,"Black, Henry and Tyler",school,2,Облачно,1,False,True,False,179,109,225,271,3,5
Monday,01,ночь,False,первый класс,144,less,4,"Crawford, Garcia and Brown",future,-3,Солнечно,6,False,False,False,176,174,77,282,1,2
Sunday,05,утро,True,эконом,296,billion,16,"Schmidt, Moore and Stanton",skill,32,Солнечно,26,True,True,False,88,64,157,347,3,3
Thursday,09,ночь,False,первый класс,207,four,18,Hill and Sons,time,35,Снег,32,True,True,True,82,61,166,774,4,3
Wednesday,09,ночь,False,бизнес,281,eye,12,Vasquez Group,produce,18,Дождь,21,False,False,False,159,8,177,584,1,2
Sunday,05,вечер,False,эконом,26,late,22,Brown-Woods,if,34,Дождь,30,True,False,True,79,24,186,267,1,1
Monday,03,ночь,False,первый класс,210,cause,7,Good-Martinez,determine,17,Дождь,28,True,False,True,7,178,267,407,3,4
Tuesday,05,ночь,False,первый класс,215,outside,18,"Hernandez, Solis and Jones",commercial,15,Облачно,48,False,True,True,119,41,65,412,2,2
Thursday,06,день,False,бизнес,193,example,9,York-Armstrong,organization,-9,Солнечно,33,True,True,True,70,53,119,950,3,2
Sunday,06,утро,False,первый класс,88,whom,23,"Schneider, Nichols and Herring",forward,-18,Солнечно,20,True,True,True,113,33,100,553,3,2
Tuesday,07,вечер,False,первый класс,229,certainly,19,"Murphy, Jackson and Blackburn",although,29,Солнечно,45,True,True,False,28,150,86,272,3,2
Tuesday,07,вечер,True,бизнес,269,soldier,8,Lopez-Hayes,current,21,Облачно,25,True,True,True,146,151,0,599,4,1
Monday,09,ночь,False,первый класс,39,radio,6,Weiss-Lamb,himself,26,Солнечно,49,True,True,True,84,176,56,532,4,4
Sunday,02,утро,True,эконом,275,dream,10,Hall-Kelly,news,-13,Солнечно,42,True,True,False,167,180,165,655,4,2
Thursday,03,утро,True,эконом,220,guess,12,"Cowan, Franklin and Dean",state,24,Облачно,2,True,True,False,99,163,51,342,1,2
Thursday,12,ночь,False,эконом,123,soldier,19,"Arroyo, Thornton and Gross",sit,4,Облачно,3,False,True,False,189,62,254,969,3,1
Wednesday,12,день,True,бизнес,72,practice,22,Knox-Garner,message,-10,Солнечно,41,True,True,False,12,4,272,954,2,2
Tuesday,09,утро,True,первый класс,264,have,6,Watson PLC,benefit,15,Дождь,5,False,False,True,93,99,160,549,5,4
Thursday,08,день,False,бизнес,8,animal,14,"Lawrence, Clark and Mitchell",purpose,31,Снег,44,False,True,True,183,44,279,266,1,3
Monday,07,день,True,первый класс,262,really,13,"Wheeler, Marks and Taylor",so,3,Облачно,45,False,False,False,24,102,67,398,5,3
Monday,01,ночь,False,бизнес,120,dog,14,Burnett-Miles,summer,-1,Дождь,44,False,True,False,109,197,161,461,4,5
Friday,10,день,True,бизнес,64,successful,2,"Rogers, Ramirez and Lopez",street,-17,Снег,38,True,False,True,129,126,120,200,2,2
Tuesday,03,ночь,True,первый класс,78,outside,15,Swanson and Sons,sense,21,Солнечно,14,True,True,False,114,110,134,619,5,3
Monday,12,ночь,False,первый класс,92,far,18,Davis Ltd,key,24,Дождь,41,False,False,True,76,2,9,626,5,2
Thursday,02,вечер,False,первый класс,149,reduce,8,"Johnson, Daniels and Rodriguez",south,1,Снег,25,False,True,False,145,92,72,211,5,4
Wednesday,11,вечер,False,первый класс,184,position,6,"Davila, Arnold and Adams",company,8,Снег,7,True,True,False,120,45,47,377,3,2
Wednesday,11,день,True,бизнес,261,unit,21,Collins-Morris,town,13,Облачно,8,False,True,False,172,136,167,451,1,2
Wednesday,11,ночь,False,первый класс,276,century,21,Sexton Group,party,-5,Снег,26,False,True,True,155,97,75,232,1,5
Sunday,03,утро,True,бизнес,297,mouth,4,Schmidt-Porter,specific,24,Облачно,10,True,True,False,36,49,43,955,2,5
Wednesday,09,ночь,True,бизнес,257,happen,13,Sanchez PLC,arm,23,Дождь,31,False,False,True,120,19,106,369,1,1
Thursday,06,день,True,эконом,260,service,1,Steele-Cruz,assume,10,Снег,48,False,True,False,33,53,87,462,4,1
Wednesday,01,вечер,False,бизнес,277,risk,23,Freeman-Cruz,picture,38,Облачно,27,False,False,True,154,92,291,548,3,2
Thursday,12,день,False,бизнес,216,American,4,Miller Ltd,deal,34,Снег,13,False,True,True,27,190,244,599,3,1
Thursday,11,вечер,True,бизнес,96,drop,8,"Acosta, Hayes and Todd",great,6,Дождь,45,False,True,True,54,189,160,674,4,4
Sunday,05,день,False,эконом,64,loss,6,"Carr, Hale and Flores",theory,-9,Солнечно,45,True,False,True,186,10,200,535,3,5
Friday,04,день,False,эконом,72,much,20,"King, Hughes and Thomas",say,-1,Облачно,40,True,True,False,158,114,200,744,4,1
Monday,08,вечер,True,эконом,151,candidate,19,"Barrett, Evans and Wells",all,16,Дождь,11,True,True,True,64,48,232,639,3,4
Saturday,06,вечер,True,первый класс,261,example,17,Wright-Porter,role,14,Дождь,42,False,False,True,139,27,190,705,2,2
Friday,11,утро,True,бизнес,20,body,9,Brown-Washington,cover,12,Дождь,10,True,True,False,92,137,81,111,5,5
Tuesday,10,ночь,True,эконом,51,might,2,"Chavez, Thompson and Jones",late,12,Облачно,7,True,True,True,142,184,3,248,3,3
Thursday,11,ночь,False,бизнес,62,bar,18,Sullivan-Greer,run,-4,Солнечно,18,False,True,False,146,161,39,901,4,5
Thursday,08,вечер,True,первый класс,299,church,24,Savage-Dixon,development,31,Дождь,9,True,True,True,84,35,217,312,3,3
Friday,10,вечер,False,бизнес,290,process,20,Raymond-Tyler,entire,15,Облачно,4,False,False,True,122,188,192,585,4,4
Friday,02,утро,False,бизнес,231,enjoy,14,Brown Inc,section,-3,Солнечно,34,False,False,False,118,199,195,778,3,2
Monday,08,ночь,True,первый класс,16,push,24,Andrade-Drake,account,-13,Солнечно,21,True,True,True,185,120,109,106,2,5
Sunday,11,вечер,False,бизнес,200,bad,12,Le-Mcdonald,necessary,6,Облачно,26,False,False,False,158,111,98,466,4,2
Monday,05,вечер,False,первый класс,170,break,11,Wilkins-Padilla,less,0,Дождь,47,True,True,True,178,60,222,947,4,3
Friday,02,вечер,True,первый класс,19,field,5,"Turner, Pennington and Anderson",key,39,Дождь,1,True,False,False,188,13,43,663,3,1
Wednesday,10,вечер,True,эконом,32,serve,5,"Thomas, Donaldson and Reeves",line,-18,Дождь,12,False,False,True,163,134,218,556,1,2
Monday,06,ночь,True,бизнес,244,might,17,Ramirez Group,up,1,Дождь,47,False,True,True,55,85,138,145,3,1
Thursday,07,вечер,False,эконом,115,buy,3,"Simmons, Ortega and Gutierrez",difference,-7,Дождь,47,True,True,True,63,32,44,796,4,3
Thursday,06,день,True,бизнес,138,friend,3,Hernandez Inc,usually,20,Снег,36,False,False,True,8,101,67,563,1,1
Saturday,03,утро,True,бизнес,245,size,14,Boyle Inc,most,19,Облачно,10,True,False,False,182,196,128,415,5,2
Saturday,04,утро,False,первый класс,10,simply,12,"Sullivan, Hendricks and Bishop",late,32,Дождь,49,True,True,False,66,26,3,258,2,4
Friday,02,день,True,бизнес,49,sea,21,Bean-Thomas,cold,11,Дождь,44,True,False,True,66,86,123,918,3,5
Sunday,12,ночь,False,первый класс,105,argue,1,"Scott, Miller and Romero",time,6,Облачно,10,True,True,False,187,89,123,970,5,2
Sunday,07,день,True,бизнес,0,office,16,"Mccarthy, Wang and Jackson",moment,6,Дождь,23,True,False,False,191,198,84,804,1,4
Saturday,01,утро,True,бизнес,125,involve,23,Ramirez-Clark,other,9,Солнечно,17,True,False,False,96,18,159,295,3,2
Tuesday,09,день,False,первый класс,153,recently,15,Blackburn-Johnson,available,-11,Снег,44,True,True,True,52,200,291,446,4,1
Saturday,11,утро,False,эконом,63,man,14,"Chambers, Pena and Camacho",protect,-14,Солнечно,25,False,False,False,25,159,154,893,1,3
Thursday,02,вечер,False,первый класс,221,why,11,"Adkins, Young and Keller",again,3,Дождь,33,False,False,False,101,35,207,386,3,5
Saturday,12,день,False,первый класс,90,difficult,13,Martinez Inc,economy,-18,Снег,29,True,True,False,59,88,118,947,4,4
Tuesday,06,вечер,False,первый класс,217,hour,21,Conrad-Kerr,college,33,Дождь,8,False,False,True,104,156,53,718,5,5
Thursday,01,день,True,бизнес,300,mention,16,Gibson Ltd,station,21,Солнечно,8,False,False,False,131,113,89,958,1,3
Wednesday,07,утро,True,первый класс,132,beyond,4,Osborne Group,national,19,Облачно,35,True,True,True,53,96,199,806,1,4
Tuesday,09,день,False,первый класс,264,second,17,Waters-Henson,relationship,12,Солнечно,38,False,False,False,178,45,175,818,4,5
Wednesday,03,утро,True,бизнес,107,our,8,Young-Johnson,seven,-17,Дождь,20,False,False,True,131,104,79,386,5,5
Friday,01,день,True,бизнес,266,rock,13,"Carpenter, Davis and Smith",red,34,Снег,11,True,True,False,70,58,292,921,5,2
Saturday,09,день,False,бизнес,196,TV,17,"Hernandez, Hill and Ramirez",establish,-9,Дождь,43,True,False,False,139,103,78,928,4,2
Thursday,11,ночь,False,эконом,170,success,22,Gomez-Martin,official,12,Облачно,22,False,True,True,97,84,125,734,2,3
Friday,07,вечер,False,эконом,111,attention,3,Sawyer Group,spend,-5,Дождь,26,True,False,False,151,8,40,988,3,3
Saturday,06,утро,False,первый класс,78,if,24,"Johnson, Vasquez and Hudson",technology,-7,Облачно,39,False,False,False,70,95,73,350,1,1
Friday,08,ночь,False,эконом,60,before,5,Kirby Group,price,25,Снег,17,False,True,False,162,51,137,387,4,5
Sunday,01,утро,True,первый класс,298,low,24,"Hall, Green and Diaz",Republican,29,Снег,6,False,True,False,132,163,68,370,3,1
Saturday,10,день,True,эконом,291,might,2,"Pugh, Gonzalez and Knox",anything,-15,Облачно,48,True,False,True,132,52,60,612,2,3
Wednesday,09,утро,True,первый класс,79,such,15,Murray Group,assume,0,Облачно,44,True,True,True,49,186,53,649,3,4
Wednesday,01,день,False,эконом,239,avoid,9,"Gray, James and Mullins",fish,-7,Солнечно,39,True,False,True,76,144,295,761,1,1
Friday,05,вечер,False,бизнес,168,own,16,"Moyer, Golden and Castaneda",born,26,Снег,40,True,True,True,156,45,269,436,3,2
Thursday,03,утро,False,первый класс,44,station,24,Jackson Inc,behind,17,Снег,13,False,True,True,30,107,99,638,3,3
Sunday,02,утро,True,эконом,295,either,13,Marquez-Figueroa,recently,-7,Облачно,44,False,True,True,66,181,7,925,1,2
Thursday,10,день,True,бизнес,35,attention,2,Williams Group,resource,7,Солнечно,36,True,True,True,57,182,36,531,1,3
Friday,07,утро,True,эконом,218,room,21,"Donaldson, Coleman and Myers",beautiful,33,Облачно,35,False,True,True,121,135,142,939,4,1
Tuesday,04,вечер,False,бизнес,169,charge,14,"Young, Turner and Sanders",audience,27,Облачно,41,False,True,True,141,99,253,541,4,3
Saturday,03,вечер,False,первый класс,169,plan,14,"Ruiz, Wilson and Hill",page,39,Снег,25,True,True,True,62,118,258,585,1,1
Sunday,05,день,False,первый класс,89,become,9,Smith Inc,these,38,Облачно,16,False,True,False,109,13,138,545,3,2
Monday,10,утро,True,первый класс,263,today,16,Hensley-Zavala,study,35,Облачно,8,True,True,False,0,88,250,318,4,3
Monday,09,день,True,бизнес,292,study,13,Jenkins-Avila,answer,5,Облачно,13,True,False,True,105,172,118,149,1,3
Monday,11,ночь,False,эконом,111,office,1,Holt-Gallagher,painting,-19,Снег,11,True,False,True,24,20,175,761,3,2
Saturday,10,день,False,первый класс,164,will,20,"Gutierrez, Johnson and Frank",free,12,Дождь,1,True,True,True,146,76,226,331,2,5
Thursday,11,ночь,True,эконом,268,receive,7,Chandler-Andrade,attack,23,Снег,27,True,True,True,191,89,9,508,4,4
Friday,10,ночь,True,первый класс,145,change,23,"Price, Hill and Thompson",old,20,Солнечно,47,True,False,False,87,63,17,872,5,4
Wednesday,12,день,False,первый класс,286,put,4,Cohen Ltd,either,1,Снег,6,False,False,True,142,159,235,624,5,3
Sunday,06,вечер,False,бизнес,234,stuff,15,"Mcgrath, Williams and Lane",everything,12,Солнечно,21,False,True,True,57,182,3,288,4,1
Tuesday,08,утро,True,эконом,223,last,16,Herring-Payne,per,17,Солнечно,47,False,False,True,193,119,6,651,3,1
Monday,06,вечер,True,первый класс,296,appear,2,Holt-Ellis,everybody,30,Облачно,23,True,False,False,24,162,258,302,2,4
Saturday,08,утро,False,первый класс,285,understand,11,Newman PLC,read,-5,Солнечно,46,False,False,False,34,103,49,669,5,4
Friday,01,утро,True,бизнес,118,many,18,"Sampson, Walters and Harrison",onto,20,Дождь,34,True,False,False,163,169,133,988,3,1
Monday,11,вечер,False,бизнес,32,dream,6,Dunn Group,arm,2,Дождь,38,False,True,False,15,62,5,438,3,5
Tuesday,01,день,True,бизнес,14,shoulder,14,"Shelton, Pierce and Waters",example,37,Дождь,38,True,False,False,198,139,186,993,5,2
Wednesday,10,утро,True,первый класс,141,particular,13,Martinez-Moss,street,39,Снег,0,False,True,False,22,131,92,215,2,2
Wednesday,03,ночь,False,первый класс,232,later,5,Brown-Harrington,issue,-18,Снег,36,False,True,True,159,166,273,921,1,4
Monday,10,день,False,эконом,33,citizen,12,Wong and Sons,management,-10,Снег,21,False,False,True,154,194,53,101,4,4
Wednesday,04,утро,True,бизнес,261,then,5,Phillips-Jenkins,baby,-6,Дождь,27,False,False,False,92,137,147,740,4,3
Monday,11,день,False,эконом,34,left,11,Patterson and Sons,major,-14,Облачно,45,True,True,True,186,30,20,481,1,3
Saturday,04,вечер,True,бизнес,23,middle,22,"Walsh, Hobbs and Shaw",step,2,Солнечно,43,True,False,False,27,11,26,210,2,2
Friday,06,ночь,True,эконом,138,four,5,Williams-Davis,college,-4,Солнечно,6,True,False,False,66,176,67,317,3,2
Saturday,02,ночь,False,бизнес,82,imagine,20,Bolton PLC,develop,21,Облачно,24,False,True,True,64,125,181,369,3,5
Saturday,08,утро,True,первый класс,113,second,15,Sloan-Price,president,16,Дождь,26,True,False,False,169,100,9,675,2,4
Friday,03,ночь,True,первый класс,31,light,3,Reed Ltd,then,14,Дождь,38,False,True,False,197,64,239,489,2,4
Wednesday,10,вечер,False,бизнес,254,them,10,Campos PLC,great,11,Облачно,10,True,True,False,121,183,147,185,4,1
Wednesday,08,вечер,True,бизнес,37,whole,20,Horn Ltd,such,20,Солнечно,8,False,True,True,47,64,36,840,4,3
Tuesday,04,ночь,False,бизнес,177,per,12,Hall-Davis,appear,7,Дождь,28,True,True,False,194,176,38,702,5,1
Thursday,12,вечер,False,бизнес,267,serve,8,"Mueller, Curry and Horn",girl,-11,Дождь,10,False,False,True,190,178,65,387,2,4
Tuesday,09,ночь,True,первый класс,85,area,18,Robinson-Parsons,general,-19,Снег,17,True,False,True,154,17,294,210,2,1
Saturday,04,день,False,бизнес,115,significant,12,Fowler Inc,dog,-10,Солнечно,6,False,True,True,16,45,16,353,5,4
Tuesday,11,ночь,True,эконом,167,beat,12,Knight-Martin,executive,17,Солнечно,48,False,True,False,110,12,264,974,1,2
Monday,05,утро,False,эконом,265,hundred,20,"Moore, Shah and Eaton",research,18,Дождь,40,True,False,True,76,97,128,134,2,3
Tuesday,04,утро,False,бизнес,267,close,9,Perez-Stafford,word,17,Дождь,20,True,False,False,64,95,45,150,4,1
Wednesday,10,утро,True,бизнес,43,act,16,Montgomery-Garza,site,-2,Облачно,36,True,True,True,65,191,117,284,2,2
Tuesday,09,день,True,бизнес,208,stand,24,Chen-Harrison,industry,14,Солнечно,36,False,False,False,191,113,138,254,3,1
Sunday,04,утро,True,первый класс,152,window,5,Brown-Mayo,north,30,Солнечно,29,True,True,True,165,92,64,149,5,3
Tuesday,09,день,True,первый класс,147,thank,15,Delacruz-Thompson,by,-3,Солнечно,42,False,False,True,135,128,195,419,3,4
Monday,08,день,False,первый класс,228,management,19,Harris Group,during,-16,Солнечно,17,False,True,False,53,164,95,984,2,1
Wednesday,02,утро,False,эконом,274,also,9,"Hill, Warren and Pena",impact,6,Солнечно,44,False,True,True,176,59,69,233,2,4
Monday,08,день,False,эконом,111,television,2,"Hall, Ward and Jones",see,29,Снег,31,False,False,False,158,80,5,734,5,3
Friday,06,утро,False,бизнес,201,quality,11,Gaines-Bell,station,14,Дождь,5,True,True,True,53,0,115,781,5,4
Friday,07,день,True,эконом,63,rise,9,"Smith, Gomez and Lewis",visit,-11,Снег,35,True,False,True,94,69,184,343,5,2
Tuesday,12,день,False,бизнес,29,quality,12,Lester and Sons,word,4,Дождь,25,False,True,False,73,23,78,378,3,3
Tuesday,11,вечер,False,эконом,181,improve,12,Ramirez-Manning,agree,1,Снег,24,False,False,False,130,8,0,980,5,1
Monday,09,утро,False,бизнес,67,law,20,Williams PLC,girl,39,Снег,28,True,True,True,200,143,210,144,5,5
Thursday,01,вечер,False,бизнес,284,moment,1,Singleton-Cisneros,position,-4,Облачно,15,True,False,False,179,115,83,199,1,1
Friday,12,вечер,False,бизнес,159,campaign,2,"Collins, Wade and Rhodes",final,-8,Дождь,39,True,False,True,168,195,272,988,4,2
Thursday,10,вечер,True,эконом,42,anything,6,Reed-Jones,soon,-11,Облачно,24,False,False,True,96,26,196,722,5,2
Saturday,04,ночь,True,первый класс,138,your,20,Little-Franklin,color,17,Солнечно,20,False,False,False,54,33,33,667,1,3
Saturday,01,день,False,первый класс,227,weight,23,Long PLC,everyone,-8,Снег,3,False,True,False,145,7,26,941,3,3
Saturday,03,ночь,True,первый класс,108,according,10,Henry-Reed,action,40,Солнечно,44,True,True,True,170,63,155,645,1,4
Sunday,08,вечер,False,эконом,46,plant,15,Kim-White,enter,3,Дождь,10,False,False,True,130,91,211,152,3,1
Monday,03,день,True,бизнес,59,between,13,York-Wiggins,campaign,-13,Дождь,36,False,True,False,118,20,186,669,1,3
Sunday,07,утро,False,первый класс,178,financial,20,"Davis, Jones and Nguyen",chance,10,Снег,15,False,False,True,45,63,90,422,5,2
Saturday,02,утро,True,бизнес,286,action,13,Ray-Young,phone,-5,Снег,17,False,True,False,141,164,300,595,2,2
Thursday,10,день,True,бизнес,22,relate,6,"Berry, Mitchell and Floyd",tough,33,Солнечно,3,True,True,False,88,101,267,265,1,3
Sunday,05,утро,False,первый класс,246,south,5,"Kennedy, Williams and Holt",phone,20,Облачно,34,False,True,True,54,127,249,403,3,3
Wednesday,04,утро,True,бизнес,135,down,16,Lopez Ltd,enter,29,Дождь,43,False,False,False,56,190,231,692,2,4
Saturday,12,день,True,эконом,198,art,3,Gomez-Jackson,call,-2,Солнечно,49,True,True,True,0,187,144,686,1,3
Tuesday,09,день,False,бизнес,119,remain,7,Wright-Gomez,leg,-2,Облачно,4,False,True,True,200,15,190,251,4,4
Tuesday,12,утро,True,эконом,127,food,9,Smith Group,off,39,Снег,19,False,True,True,60,171,29,380,5,4
Wednesday,11,вечер,False,первый класс,15,station,13,Gibson Ltd,item,16,Облачно,36,True,True,False,130,124,148,177,5,1
Wednesday,05,день,True,первый класс,221,business,23,Weaver-Christensen,walk,-18,Дождь,35,True,True,False,11,26,203,407,2,1
Wednesday,04,вечер,True,бизнес,48,voice,21,"Schneider, Roberts and Chase",would,7,Снег,31,False,False,False,7,35,16,793,2,3
Monday,05,вечер,False,первый класс,126,necessary,24,"Padilla, Mitchell and Flynn",near,26,Снег,31,True,False,True,172,73,114,438,2,5
Wednesday,08,день,True,эконом,251,upon,7,Gray Inc,draw,11,Солнечно,24,True,True,False,145,13,228,409,1,5
Monday,05,вечер,True,бизнес,153,century,22,Avery PLC,effect,30,Облачно,13,False,False,False,50,73,211,933,2,5
Monday,07,ночь,False,бизнес,23,security,23,"Goodman, Esparza and Barrett",military,36,Облачно,50,True,False,True,159,145,179,619,2,3
Sunday,08,утро,False,эконом,204,great,9,"Perry, Gibbs and Burnett",may,-5,Снег,48,True,True,False,188,49,235,768,4,3
Sunday,11,день,False,бизнес,86,reflect,2,Cox Inc,probably,25,Дождь,34,False,True,True,123,134,219,595,4,3
Tuesday,06,утро,True,бизнес,290,scene,21,"Huang, Miller and Taylor",federal,12,Облачно,12,True,False,False,166,152,4,635,2,1
Thursday,07,утро,True,эконом,85,charge,9,Case PLC,today,39,Солнечно,21,True,True,False,149,98,55,849,3,4
Saturday,02,вечер,False,бизнес,246,general,7,Allison-Cole,case,7,Снег,34,True,False,True,136,74,108,656,4,1
Monday,04,день,True,эконом,159,stand,18,"Watts, Carson and Green",various,29,Дождь,32,False,False,True,166,188,221,199,3,5
Friday,06,ночь,True,эконом,282,expert,9,Guzman-Flores,we,17,Снег,35,True,True,False,198,80,300,613,2,2
Saturday,12,вечер,False,первый класс,281,exist,14,Bryant-Shea,top,6,Дождь,38,True,True,True,53,46,268,369,3,2
Tuesday,12,ночь,True,бизнес,258,easy,22,"Fuentes, Martinez and Hall",city,35,Солнечно,14,True,True,True,45,2,128,280,1,2
Thursday,12,утро,False,бизнес,26,note,13,Perez PLC,sea,18,Солнечно,15,True,False,True,171,139,81,151,3,3
Saturday,09,ночь,True,первый класс,271,just,11,Peterson-Davis,some,30,Солнечно,30,True,False,False,191,162,193,754,3,1
Friday,11,утро,True,первый класс,26,say,17,Peterson Group,firm,29,Облачно,7,False,False,False,178,119,35,416,1,4
Thursday,01,вечер,False,эконом,270,attorney,19,"Myers, Maxwell and Nichols",never,5,Облачно,47,False,False,False,119,36,213,345,1,5
Saturday,10,день,False,бизнес,9,try,12,"Cook, Campos and Cooper",black,0,Солнечно,4,True,False,False,164,45,104,725,4,2
Monday,04,день,True,бизнес,94,money,21,"Gordon, Ramirez and Osborne",break,39,Дождь,4,False,False,True,62,122,110,870,4,3
Monday,01,день,False,бизнес,254,responsibility,14,"Jordan, Garcia and Price",wait,-16,Облачно,17,False,True,True,166,68,285,923,5,5
Friday,06,вечер,False,эконом,211,moment,8,Carlson and Sons,place,33,Дождь,19,True,True,True,85,105,250,794,1,3
Sunday,09,ночь,False,бизнес,110,myself,21,"Dillon, Brady and Mendoza",activity,2,Солнечно,25,False,True,False,108,90,140,192,2,2
Monday,07,утро,False,бизнес,122,body,14,Arnold and Sons,financial,-7,Снег,34,False,False,False,29,6,241,378,3,4
Saturday,06,утро,False,бизнес,164,certain,8,Bell-Dunn,finish,-2,Солнечно,47,False,True,False,160,8,201,800,4,1
Wednesday,06,вечер,True,эконом,248,ask,19,Anderson-Mckenzie,certain,-14,Снег,38,True,True,True,49,143,99,825,1,5
Friday,09,утро,True,первый класс,278,because,13,Campos-Sanchez,with,40,Дождь,9,True,False,False,149,108,32,572,2,2
Thursday,04,вечер,True,эконом,116,Republican,15,Rodriguez and Sons,list,6,Дождь,11,False,True,False,3,31,270,685,1,3
